init_fuel,city,walking.duration,walking.distance,init_address,vendor,final_time,driving.duration,driving.distance,plate,final_address,init_time,vin,smartPhoneRequired,init_date,final_fuel,exterior,interior,final_date,engineType,origin_destination.type,origin_destination.coordinates[0][0],origin_destination.coordinates[0][1],origin_destination.coordinates[1][0],origin_destination.coordinates[1][1],public_transport.duration,public_transport.distance,public_transport.arrival_date,public_transport.arrival_time,distance,virtual_rental_type_id,carModelData[0],carModelData[1],carModelData[2],car_category_id,car_category_type_id,car_name,onClick_disabled,virtual_rental_id
53,Torino,2704,3599,"Piazza Tancredi Galimberti, 15, 10134 Torino TO",car2go,1505704141,637,3988,326/FF051VV,"Via Sacchi Paolo, 22, 10128 Torino TO",1505703232,WME4533421K152612,true,2017-09-18T04:53:52.000Z,53,GOOD,GOOD,2017-09-18T05:09:01.000Z,CE,LineString,7.65504,45.03358,7.676,45.06061,1250,4260,2017-09-18T05:27:45.000Z,1505705265,3424,,,,,,,,,
32,Torino,4708,6172,"Corso Mediterraneo, 148, 10129 Torino TO",enjoy,1505709706,1016,6042,EZ500DD,"Corso Potenza, 202, 10149 Torino TO",1505703697,,,2017-09-18T05:01:37.000Z,30,,,2017-09-18T06:41:46.000Z,,LineString,7.658034,45.06093,7.6628833,45.104385,3189,7396,2017-09-18T07:35:17.000Z,1505712917,4843,2,99,100,141,8,1,Fiat 500,false,432919
35,Torino,1741,2211,"Corso Svizzera, 145, 10149 Torino TO",enjoy,1505704902,443,2318,EZ014TY,"Corso Francesco Ferrucci, 63-65, 10138 Torino TO",1505703697,,,2017-09-18T05:01:37.000Z,36,,,2017-09-18T05:21:42.000Z,,LineString,7.6578674,45.08836,7.6553946,45.069393,805,2556,2017-09-18T05:45:13.000Z,1505706313,2116,2,99,141,,8,1,Fiat 500,false,354899
65,Torino,3444,4526,"Via Vigone, 20, 10138 Torino TO",enjoy,1505705117,812,4756,EZ236TY,"Via Eleonora d'Arborea, 44, 10135 Torino TO",1505703912,,,2017-09-18T05:05:12.000Z,64,,,2017-09-18T05:25:17.000Z,,LineString,7.652888,45.06636,7.637661,45.03165,1571,5043,2017-09-18T06:07:51.000Z,1505707671,4038,2,99,141,,8,1,Fiat 500,false,409036
34,Torino,15234,20066,"Via Ventimiglia, 75, 10126 Torino TO",car2go,1505707171,2070,49777,426/FK627LX,Aeroporto Caselle 2,1505703947,WME4530421Y135116,true,2017-09-18T05:05:47.000Z,25,GOOD,GOOD,2017-09-18T05:59:31.000Z,CE,LineString,7.67012,45.02869,7.6435,45.18843,3848,22103,2017-09-18T07:07:23.000Z,1505711243,17873,,,,,,,,,
49,Torino,2754,3674,"Via Beinasco, 30, 10152 Torino TO",enjoy,1505704902,860,3923,EZ204TY,"Corso Casale, 8, 10131 Torino TO",1505704172,,,2017-09-18T05:09:32.000Z,47,,,2017-09-18T05:21:42.000Z,,LineString,7.6784544,45.087605,7.699324,45.063408,1959,4941,2017-09-18T05:54:05.000Z,1505706845,3148,2,99,141,,8,1,Fiat 500,false,365542
80,Torino,3347,4451,"Corso Siracusa, 50-60, 10136 Torino TO",enjoy,1505705117,923,5360,EZ118TY,"Via Giovanni Camerana, 6-8, 10128 Torino TO",1505704172,,,2017-09-18T05:09:32.000Z,78,,,2017-09-18T05:25:17.000Z,,LineString,7.634221,45.05023,7.6764426,45.06232,1464,5540,2017-09-18T05:51:21.000Z,1505706681,3576,2,99,141,,8,1,Fiat 500,false,478642
89,Torino,3429,4517,"Piazza Pietro Paleocapa, 1D, 10121 Torino TO",enjoy,1505705384,922,5067,EZ117GW,"Via Buenos Aires, 38, 10137 Torino TO",1505704386,,,2017-09-18T05:13:06.000Z,88,,,2017-09-18T05:29:44.000Z,,LineString,7.6788077,45.064068,7.643703,45.0364,1396,4749,2017-09-18T06:05:28.000Z,1505707528,4129,2,99,100,141,8,1,Fiat 500,false,405755
12,Torino,2525,3263,"Via Madama Cristina, 100, 10126 Torino TO",car2go,1505705535,724,3829,282/FF206SJ,"Corso Bolzano, 12, 10121 Torino TO",1505704516,WME4533421K152540,true,2017-09-18T05:15:16.000Z,12,GOOD,GOOD,2017-09-18T05:32:15.000Z,CE,LineString,7.67569,45.04747,7.66509,45.06933,767,3389,2017-09-18T05:48:35.000Z,1505706515,2567,,,,,,,,,
37,Torino,1422,1912,"Via Tirreno, 15, 10134 Torino TO",car2go,1505705586,365,1911,299/FF249SJ,"Via Camerana Giovanni, 14, 10128 Torino TO",1505704614,WME4533421K152526,true,2017-09-18T05:16:54.000Z,37,GOOD,GOOD,2017-09-18T05:33:06.000Z,CE,LineString,7.66294,45.04919,7.67583,45.0615,802,2157,2017-09-18T05:42:51.000Z,1505706171,1701,,,,,,,,,
74,Torino,2326,3092,"Corso Carlo e Nello Rosselli, 155/H, 10141 Torino TO",enjoy,1505705598,558,3009,EZ015TY,"Via Duchessa Jolanda, 3, 10138 Torino TO",1505704644,,,2017-09-18T05:17:24.000Z,73,,,2017-09-18T05:33:18.000Z,,LineString,7.645285,45.054783,7.664829,45.073013,971,4264,2017-09-18T06:01:52.000Z,1505707312,2541,2,99,141,,8,1,Fiat 500,false,338557
68,Torino,709,926,"Via Sassari, 2, 10152 Torino TO",enjoy,1505705384,231,1211,EZ017TY,"Corso Mortara, 4, 10149 Torino TO",1505704644,,,2017-09-18T05:17:24.000Z,67,,,2017-09-18T05:29:44.000Z,,LineString,7.673675,45.083443,7.6757307,45.090076,-1,-1,-1,-1,754,2,99,141,,8,1,Fiat 500,false,358197
93,Torino,2512,3302,"Corso IV Novembre, 90-94, 10136 Torino TO",car2go,1505706483,742,4424,235/FF103SJ,"Via Severino Grattoni, 8, 10121 Torino TO",1505704707,WME4533421K152744,true,2017-09-18T05:18:27.000Z,90,GOOD,GOOD,2017-09-18T05:48:03.000Z,CE,LineString,7.65035,45.04536,7.66675,45.0712,1319,4063,2017-09-18T06:15:43.000Z,1505708143,3146,,,,,,,,,
56,Torino,1223,1628,"Via Lodi, 23-27, 10152 Torino TO",car2go,1505705989,354,2024,178/FF203NT,"Corso Tortona, 55-57, 10153 Torino TO",1505704802,WME4533421K151741,true,2017-09-18T05:20:02.000Z,56,GOOD,GOOD,2017-09-18T05:39:49.000Z,CE,LineString,7.69181,45.08379,7.70468,45.07473,754,2136,2017-09-18T06:08:36.000Z,1505707716,1426,,,,,,,,,
46,Torino,1694,2270,"Via Bibiana, 59-69, 10147 Torino TO",car2go,1505705535,420,2710,015/FF771KW,"Corso Giulio Cesare, 2961, 10155 Torino TO",1505704802,WME4533421K140767,true,2017-09-18T05:20:02.000Z,43,GOOD,GOOD,2017-09-18T05:32:15.000Z,CE,LineString,7.67833,45.10009,7.70069,45.10328,1182,2735,2017-09-18T05:56:21.000Z,1505706981,1789,,,,,,,,,
53,Torino,1726,2208,"Via Frugarolo, 17, 10134 Torino TO",car2go,1505705939,500,2276,183/FF337NT,"Via Francesco dall'Ongaro, 30, 10141 Torino TO",1505704849,WME4533421K151716,true,2017-09-18T05:20:49.000Z,50,GOOD,GOOD,2017-09-18T05:38:59.000Z,CE,LineString,7.66699,45.04663,7.6517,45.05861,1324,2511,2017-09-18T06:03:09.000Z,1505707389,1792,,,,,,,,,
59,Torino,3203,4270,"Via Caraglio, 95, 10141 Torino TO",car2go,1505706483,953,4707,297/FF039SJ,"Via Giuseppe Pomba, 19, 10123 Torino TO",1505705092,WME4533421K152474,true,2017-09-18T05:24:52.000Z,56,GOOD,GOOD,2017-09-18T05:48:03.000Z,CE,LineString,7.64209,45.05904,7.68489,45.06469,1510,5311,2017-09-18T06:13:39.000Z,1505708019,3417,,,,,,,,,
80,Torino,362,486,"Via Gubbio, 85-91, 10149 Torino TO",enjoy,1505706838,193,772,EZ833DD,"Via Borgaro, 60, 10149 Torino TO",1505705117,,,2017-09-18T05:25:17.000Z,77,,,2017-09-18T05:53:58.000Z,,LineString,7.666154,45.09933,7.663038,45.096985,-1,-1,-1,-1,357,2,99,100,141,8,1,Fiat 500,false,417512
76,Torino,3981,5324,"Via Nizza, 2, 10125 Torino TO",enjoy,1505707551,1343,7452,EZ198GW,"Via Sandro Botticelli, 13, 10155 Torino TO",1505705117,,,2017-09-18T05:25:17.000Z,69,,,2017-09-18T06:05:51.000Z,,LineString,7.679279,45.061768,7.697315,45.103043,1673,5441,2017-09-18T06:42:31.000Z,1505709751,4800,2,99,100,141,8,1,Fiat 500,false,471807
59,Torino,-1,-1,"Via Monteu da Po, 4, 10132 Torino TO",car2go,1505705242,-1,-1,133/FF150NT,"Via Monteu da Po, 4, 10132 Torino TO",1505705140,WME4533421K153605,true,2017-09-18T05:25:40.000Z,59,GOOD,GOOD,2017-09-18T05:27:22.000Z,CE,LineString,7.72354,45.06952,7.72354,45.06952,-1,-1,-1,-1,0,,,,,,,,,
15,Torino,1034,1396,"Via Guastalla, 10b, 10124 Torino TO",car2go,1505706137,462,1982,443/FK636LX,"Via Felice Romani, 5, 10131 Torino TO",1505705288,WME4530421Y135045,true,2017-09-18T05:28:08.000Z,15,GOOD,GOOD,2017-09-18T05:42:17.000Z,CE,LineString,7.6967,45.0696,7.70239,45.06384,828,1969,2017-09-18T06:00:14.000Z,1505707214,780,,,,,,,,,
100,Torino,541,706,"Corso Dante, 123, 10126 Torino TO",car2go,1505710123,158,950,338/FF062VY,"Via Federico Menabrea, 19b, 10126 Torino TO",1505705337,WME4533421K150561,true,2017-09-18T05:28:57.000Z,100,GOOD,GOOD,2017-09-18T06:48:43.000Z,CE,LineString,7.68205,45.04574,7.67623,45.04254,-1,-1,-1,-1,579,,,,,,,,,
78,Torino,2854,3637,"Corso Tortona, 48, 10153 Torino TO",car2go,1505706846,1025,5629,032/FF793KW,"Corso Bolzano, 30, 10121 Torino TO",1505705384,WME4533421K149873,true,2017-09-18T05:29:44.000Z,75,GOOD,GOOD,2017-09-18T05:54:06.000Z,CE,LineString,7.70595,45.07406,7.66723,45.07162,1863,5036,2017-09-18T06:31:40.000Z,1505709100,3050,,,,,,,,,
93,Torino,162,224,"Via le Chiuse, 25/A, 10144 Torino TO",car2go,1505708713,64,224,482/FK873LX,"Via S. Donato, 44/F, 10144 Torino TO",1505705487,WME4530421Y135145,true,2017-09-18T05:31:27.000Z,84,GOOD,GOOD,2017-09-18T06:25:13.000Z,CE,LineString,7.66449,45.07922,7.66435,45.08048,-1,-1,-1,-1,140,,,,,,,,,
84,Torino,1167,1546,"Via Perosa, 7, 10139 Torino TO",car2go,1505706088,415,2052,313/FF288SJ,"Via Giovanni Carlo Cavalli, 1a, 10138 Torino TO",1505705786,WME4533421K151745,true,2017-09-18T05:36:26.000Z,81,GOOD,GOOD,2017-09-18T05:41:28.000Z,CE,LineString,7.64964,45.06908,7.66426,45.06977,778,1699,2017-09-18T05:55:18.000Z,1505706918,1149,,,,,,,,,
98,Torino,4519,5983,"Piazza Pietro Francesco Guala, 131-133, 10135 Torino TO",enjoy,1505707074,1064,6305,EZ268GW,"Via S. Quintino, 3, 10121 Torino TO",1505706091,,,2017-09-18T05:41:31.000Z,96,,,2017-09-18T05:57:54.000Z,,LineString,7.6419725,45.02187,7.6773143,45.064575,1582,6910,2017-09-18T06:29:17.000Z,1505708957,5497,2,99,100,141,8,1,Fiat 500,false,449597
83,Torino,1914,2551,"Via Tirreno, 95A, 10136 Torino TO",enjoy,1505707291,560,2677,EZ242GW,"Via Giuseppe Giacosa, 9, 10125 Torino TO",1505706091,,,2017-09-18T05:41:31.000Z,81,,,2017-09-18T06:01:31.000Z,,LineString,7.653018,45.051697,7.6781006,45.05603,1332,4287,2017-09-18T06:28:41.000Z,1505708921,2027,2,99,100,141,8,1,Fiat 500,false,431551
81,Torino,3258,4253,"Piazza Sofia, 13, 10154 Torino TO",enjoy,1505707291,1057,5064,EZ115GW,"Via Santa Teresa, 22h, 10121 Torino TO",1505706091,,,2017-09-18T05:41:31.000Z,78,,,2017-09-18T06:01:31.000Z,,LineString,7.7161474,45.09487,7.6795335,45.069664,1819,6275,2017-09-18T06:38:58.000Z,1505709538,4012,2,99,100,141,8,1,Fiat 500,false,401504
37,Torino,-1,-1,"Via Andrea Sansovino, 35, 10151 Torino TO",car2go,1505706483,-1,-1,550/FK213PV,"Via Andrea Sansovino, 35, 10151 Torino TO",1505706088,WME4530421Y135192,true,2017-09-18T05:41:28.000Z,37,GOOD,GOOD,2017-09-18T05:48:03.000Z,CE,LineString,7.64971,45.11056,7.64971,45.11056,-1,-1,-1,-1,0,,,,,,,,,
53,Torino,1088,1442,"Corso Trapani, 74, 10139 Torino TO",car2go,1505706483,242,1443,344/FF148VY,"Corso Peschiera, 139, 10141 Torino TO",1505706137,WME4533421K151871,true,2017-09-18T05:42:17.000Z,50,GOOD,GOOD,2017-09-18T05:48:03.000Z,CE,LineString,7.63884,45.06987,7.65316,45.06317,786,1818,2017-09-18T06:09:22.000Z,1505707762,1348,,,,,,,,,
58,Torino,2572,3486,"Corso Francia, 301F, 10141 Torino TO",enjoy,1505706838,549,3569,EZ748DD,"Via Susa, 1-3, 10138 Torino TO",1505706350,,,2017-09-18T05:45:50.000Z,56,,,2017-09-18T05:53:58.000Z,,LineString,7.6232166,45.074577,7.6647344,45.071915,1070,5011,2017-09-18T06:14:37.000Z,1505708077,3271,2,99,100,141,8,1,Fiat 500,false,385523
52,Torino,4872,6341,"Via Vigliani Onorato, 24D, 10135 Torino TO",enjoy,1505707291,1124,7090,EZ232GW,"Corso Inghilterra, 1, 10121 Torino TO",1505706350,,,2017-09-18T05:45:50.000Z,51,,,2017-09-18T06:01:31.000Z,,LineString,7.638076,45.0211,7.664161,45.069622,1724,8738,2017-09-18T06:40:41.000Z,1505709641,5767,2,99,100,141,8,1,Fiat 500,false,413194
28,Torino,-1,-1,"Via Onorato Vigliani, 31, 10135 Torino TO",car2go,1505706433,-1,-1,304/FF279SJ,"Via Onorato Vigliani, 31, 10135 Torino TO",1505706385,WME4533421K151330,true,2017-09-18T05:46:25.000Z,28,GOOD,GOOD,2017-09-18T05:47:13.000Z,CE,LineString,7.63961,45.02155,7.63961,45.02155,-1,-1,-1,-1,0,,,,,,,,,
28,Torino,-1,-1,"Via Onorato Vigliani, 31, 10135 Torino TO",car2go,1505707684,-1,-1,304/FF279SJ,"Via Onorato Vigliani, 31, 10135 Torino TO",1505706483,WME4533421K151330,true,2017-09-18T05:48:03.000Z,28,GOOD,GOOD,2017-09-18T06:08:04.000Z,CE,LineString,7.63961,45.02155,7.63961,45.02155,-1,-1,-1,-1,0,,,,,,,,,
61,Torino,1446,1872,"Via Gabriele D'Annunzio, 24, 10141 Torino TO",enjoy,1505709251,433,1874,EZ128TY,"Via Giuseppe Giusti, 8, 10121 Torino TO",1505706571,,,2017-09-18T05:49:31.000Z,58,,,2017-09-18T06:34:11.000Z,,LineString,7.652445,45.0619,7.6659207,45.07017,1199,2482,2017-09-18T07:01:13.000Z,1505710873,1401,2,99,141,,8,1,Fiat 500,false,367862
89,Torino,1084,1431,"Corso Grosseto, 68-76, 10148 Torino TO",enjoy,1505706838,292,1693,EZ986DD,"Corso Potenza, 10147 Torino TO",1505706571,,,2017-09-18T05:49:31.000Z,88,,,2017-09-18T05:53:58.000Z,,LineString,7.6823397,45.104404,7.664401,45.105156,-1,-1,-1,-1,1409,2,99,100,141,8,1,Fiat 500,false,431567
67,Torino,1920,2518,"Corso Mortara, 4, 10149 Torino TO",enjoy,1505708281,723,3731,EZ017TY,"Via Catania, 14, 10153 Torino TO",1505706571,,,2017-09-18T05:49:31.000Z,66,,,2017-09-18T06:18:01.000Z,,LineString,7.6757307,45.090076,7.696078,45.075603,1303,3712,2017-09-18T06:52:03.000Z,1505710323,2266,2,99,141,,8,1,Fiat 500,false,358197
37,Torino,-1,-1,"Via Andrea Sansovino, 35, 10151 Torino TO",car2go,1505706846,-1,-1,550/FK213PV,"Via Andrea Sansovino, 35, 10151 Torino TO",1505706635,WME4530421Y135192,true,2017-09-18T05:50:35.000Z,37,GOOD,GOOD,2017-09-18T05:54:06.000Z,CE,LineString,7.64971,45.11056,7.64971,45.11056,-1,-1,-1,-1,0,,,,,,,,,
84,Torino,13573,17922,"Piazza Pitagora, 15, 10137 Torino TO",car2go,1505708713,1593,35116,325/FF050VV,Aeroporto Caselle 2,1505706635,WME4533421K152585,true,2017-09-18T05:50:35.000Z,75,GOOD,GOOD,2017-09-18T06:25:13.000Z,CE,LineString,7.63325,45.0401,7.6435,45.18843,3629,19668,2017-09-18T07:37:23.000Z,1505713043,16502,,,,,,,,,
37,Torino,-1,-1,"Via Tommaso Grossi, 11-13, 10126 Torino TO",car2go,1505707891,-1,-1,499/FK902LX,"Via Tommaso Grossi, 11-13, 10126 Torino TO",1505706685,WME4530421Y135255,true,2017-09-18T05:51:25.000Z,37,GOOD,GOOD,2017-09-18T06:11:31.000Z,CE,LineString,7.67142,45.04656,7.67142,45.04656,-1,-1,-1,-1,0,,,,,,,,,
60,Torino,4114,5407,"Via Aldo Manuzio, 10147 Torino TO",enjoy,1505709706,1100,6011,EZ051TY,"Corso Moncalieri, 11, 10131 Torino TO",1505706838,,,2017-09-18T05:53:58.000Z,54,,,2017-09-18T06:41:46.000Z,,LineString,7.6845274,45.099663,7.6953197,45.059525,2747,8418,2017-09-18T07:31:48.000Z,1505712708,4540,2,99,,,8,1,Fiat 500,false,414177
51,Torino,4153,5347,"Via Ferdinando Magellano, 14, 10128 Torino TO",enjoy,1505708023,975,5832,EZ991DD,"Via Giovanni Battista Scapacino, 29A, 10146 Torino TO",1505706838,,,2017-09-18T05:53:58.000Z,49,,,2017-09-18T06:13:43.000Z,,LineString,7.6660385,45.05316,7.624296,45.08145,1802,6930,2017-09-18T06:54:26.000Z,1505710466,4540,2,99,100,,8,1,Fiat 500,false,339520
22,Torino,2,3,"Corso Racconigi, 20, 10139 Torino TO",enjoy,1505707074,232,1263,EZ228TY,"Corso Racconigi, 18, 10139 Torino TO",1505706838,,,2017-09-18T05:53:58.000Z,22,,,2017-09-18T05:57:54.000Z,,LineString,7.6475544,45.073093,7.6475563,45.073124,-1,-1,-1,-1,3,2,99,141,,8,1,Fiat 500,false,429993
94,Torino,1898,2480,"Via Rubiana, 36-40, 10139 Torino TO",enjoy,1505708281,672,3692,EZ821DD,"Corso Giacomo Matteotti, 46, 10121 Torino TO",1505706838,,,2017-09-18T05:53:58.000Z,93,,,2017-09-18T06:18:01.000Z,,LineString,7.6391764,45.072273,7.6656194,45.06957,977,3413,2017-09-18T06:37:22.000Z,1505709442,2096,2,99,100,141,8,1,Fiat 500,false,307539
71,Torino,865,1178,"Corso Enrico Tazzoli, 131, 10135 Torino TO",enjoy,1505707551,147,1178,EZ135GW,"Via Giacomo Dina, 44-48, 10135 Torino TO",1505706838,,,2017-09-18T05:53:58.000Z,70,,,2017-09-18T06:05:51.000Z,,LineString,7.6262197,45.035007,7.638676,45.032608,559,1230,2017-09-18T06:13:19.000Z,1505707999,1013,2,99,100,141,8,1,Fiat 500,false,398403
40,Torino,1051,1410,"Via Giuseppe Ciotta, 16-20, 10136 Torino TO",car2go,1505708401,309,1502,509/FK912LX,"Corso Sebastopoli, 181A, 10137 Torino TO",1505706846,WME4530421Y135210,true,2017-09-18T05:54:06.000Z,40,GOOD,GOOD,2017-09-18T06:20:01.000Z,CE,LineString,7.62786,45.04966,7.64312,45.04576,452,1611,2017-09-18T06:32:12.000Z,1505709132,1274,,,,,,,,,
53,Torino,8595,11284,"Via Sospello, 139/E, 10147 Torino TO",car2go,1505707684,693,12757,475/FK866LX,Aeroporto Caselle 2,1505706894,WME4530421Y135222,true,2017-09-18T05:54:54.000Z,50,GOOD,GOOD,2017-09-18T06:08:04.000Z,CE,LineString,7.67738,45.10285,7.6435,45.18843,2135,12973,2017-09-18T07:07:23.000Z,1505711243,9873,,,,,,,,,
56,Torino,3697,4857,"Strada Comunale del Lauro, 2, 10132 Torino TO",car2go,1505707793,1164,6381,420/FK621LX,"Corso Bolzano, 28-30, 10121 Torino TO",1505707012,WME4530421Y135100,true,2017-09-18T05:56:52.000Z,53,GOOD,GOOD,2017-09-18T06:09:53.000Z,CE,LineString,7.71924,45.06725,7.66686,45.07119,1529,5652,2017-09-18T06:48:47.000Z,1505710127,4134,,,,,,,,,
61,Torino,5310,7065,"Corso Luigi Settembrini, 63, 10135 Torino TO",enjoy,1505708281,1002,7185,EZ190TY,"Corso Filippo Brunelleschi, 1A, 10141 Torino TO",1505707074,,,2017-09-18T05:57:54.000Z,60,,,2017-09-18T06:18:01.000Z,,LineString,7.6287656,45.025047,7.623881,45.073807,1248,7991,2017-09-18T06:43:15.000Z,1505709795,5432,2,99,141,,8,1,Fiat 500,false,485293
49,Torino,1582,2129,"Via Gorizia, 51a, 10136 Torino TO",enjoy,1505707768,431,2385,EZ069TY,"Corso Carlo e Nello Rosselli, 5, 10128 Torino TO",1505707074,,,2017-09-18T05:57:54.000Z,48,,,2017-09-18T06:09:28.000Z,,LineString,7.641547,45.05035,7.664454,45.050873,991,2477,2017-09-18T06:25:24.000Z,1505708724,1799,2,99,141,,8,1,Fiat 500,false,325782
52,Torino,1323,1716,"Via Evangelista Torricelli, 61, 10129 Torino TO",enjoy,1505708281,314,1665,EZ783DF,"Corso Inghilterra, 1, 10121 Torino TO",1505707074,,,2017-09-18T05:57:54.000Z,51,,,2017-09-18T06:18:01.000Z,,LineString,7.655468,45.05623,7.6640735,45.069473,938,2167,2017-09-18T06:41:36.000Z,1505709696,1619,2,99,100,141,8,1,Fiat 500,false,453050
75,Torino,-1,-1,"Via Emilio Bongiovanni, 9, 10147 Torino TO",car2go,1505707219,-1,-1,281/FF200SJ,"Via Emilio Bongiovanni, 9, 10147 Torino TO",1505707116,WME4533421K152424,true,2017-09-18T05:58:36.000Z,75,GOOD,GOOD,2017-09-18T06:00:19.000Z,CE,LineString,7.68537,45.0996,7.68537,45.0996,-1,-1,-1,-1,0,,,,,,,,,
33,Torino,-1,-1,"Via Tolmino, 40, 10141 Torino TO",car2go,1505707219,-1,-1,191/EZ554NP,"Via Tolmino, 40, 10141 Torino TO",1505707171,WME4513341K751504,false,2017-09-18T05:59:31.000Z,33,GOOD,GOOD,2017-09-18T06:00:19.000Z,CE,LineString,7.64492,45.05718,7.64492,45.05718,-1,-1,-1,-1,0,,,,,,,,,
100,Torino,-1,-1,"Via Buriasco, 19, 10135 Torino TO",car2go,1505707219,-1,-1,179/FF319NT,"Via Buriasco, 19, 10135 Torino TO",1505707171,WME4533421K145436,true,2017-09-18T05:59:31.000Z,100,GOOD,GOOD,2017-09-18T06:00:19.000Z,CE,LineString,7.62191,45.02174,7.62191,45.02174,-1,-1,-1,-1,0,,,,,,,,,
25,Torino,-1,-1,Aeroporto Caselle 2,car2go,1505707269,-1,-1,426/FK627LX,Aeroporto Caselle 2,1505707219,WME4530421Y135116,true,2017-09-18T06:00:19.000Z,25,GOOD,GOOD,2017-09-18T06:01:09.000Z,CE,LineString,7.6435,45.18843,7.6435,45.18843,-1,-1,-1,-1,0,,,,,,,,,
75,Torino,35,49,"Via Emilio Bongiovanni, 9, 10147 Torino TO",car2go,1505707530,85,94,281/FF200SJ,"Via Emilio Bongiovanni, 10147 Torino TO",1505707269,WME4533421K152424,true,2017-09-18T06:01:09.000Z,75,GOOD,GOOD,2017-09-18T06:05:30.000Z,CE,LineString,7.68537,45.0996,7.68585,45.09959,-1,-1,-1,-1,37,,,,,,,,,
33,Torino,3676,4906,"Via Tolmino, 40, 10141 Torino TO",car2go,1505708245,739,5327,191/EZ554NP,"Via Carolina Invernizio, 18-20, 10127 Torino TO",1505707269,WME4513341K751504,false,2017-09-18T06:01:09.000Z,33,GOOD,GOOD,2017-09-18T06:17:25.000Z,CE,LineString,7.64492,45.05718,7.65407,45.02248,2161,6749,2017-09-18T07:00:19.000Z,1505710819,3922,,,,,,,,,
100,Torino,-1,-1,"Via Buriasco, 19, 10135 Torino TO",car2go,1505707891,-1,-1,179/FF319NT,"Via Buriasco, 19, 10135 Torino TO",1505707269,WME4533421K145436,true,2017-09-18T06:01:09.000Z,100,GOOD,GOOD,2017-09-18T06:11:31.000Z,CE,LineString,7.62191,45.02174,7.62191,45.02174,-1,-1,-1,-1,0,,,,,,,,,
22,Torino,2498,3330,"Corso Racconigi, 18, 10139 Torino TO",enjoy,1505709706,642,3563,EZ228TY,"Corso Sebastopoli, 272, 10136 Torino TO",1505707291,,,2017-09-18T06:01:31.000Z,21,,,2017-09-18T06:41:46.000Z,,LineString,7.6475563,45.073124,7.6357546,45.04854,1012,4491,2017-09-18T07:04:49.000Z,1505711089,2884,2,99,141,,8,1,Fiat 500,false,429993
31,Torino,1757,2330,"Corso Duca degli Abruzzi, 102a, 10129 Torino TO",enjoy,1505708281,502,2585,EZ151TY,"Corso Vittorio Emanuele II, 68, 10121 Torino TO",1505707291,,,2017-09-18T06:01:31.000Z,30,,,2017-09-18T06:18:01.000Z,,LineString,7.6565175,45.053917,7.67522,45.064137,742,2609,2017-09-18T06:30:52.000Z,1505709052,1856,2,99,141,,8,1,Fiat 500,false,356984
78,Torino,582,740,"Via Giacomo Balla, 9-13, 10136 Torino TO",car2go,1505707737,253,1214,441/FK659LX,"Via Arbe, 19, 10136 Torino TO",1505707324,WME4530421Y135037,true,2017-09-18T06:02:04.000Z,78,GOOD,GOOD,2017-09-18T06:08:57.000Z,CE,LineString,7.62796,45.04901,7.63034,45.05421,420,775,2017-09-18T06:16:58.000Z,1505708218,607,,,,,,,,,
65,Torino,2776,3588,"Via Gottardo, 53, 10155 Torino TO",car2go,1505708606,796,4163,555/FK189XH,"Corso S. Martino, 10122 Torino TO",1505707530,WME4530421Y135160,true,2017-09-18T06:05:30.000Z,62,GOOD,GOOD,2017-09-18T06:23:26.000Z,CE,LineString,7.69287,45.09958,7.66932,45.07566,1310,4410,2017-09-18T06:46:26.000Z,1505709986,3237,,,,,,,,,
25,Torino,1257,1659,"Corso S. Maurizio, 8, 10124 Torino TO",car2go,1505708713,610,2849,478/FK869LX,"Piazza Carlo Felice, 53, 10123 Torino TO",1505707530,WME4530421Y135226,true,2017-09-18T06:05:30.000Z,21,GOOD,GOOD,2017-09-18T06:25:13.000Z,CE,LineString,7.69275,45.07136,7.67984,45.06329,664,2109,2017-09-18T06:53:37.000Z,1505710417,1353,,,,,,,,,
36,Torino,2334,3077,"Corso Francesco Ferrucci, 63-65, 10138 Torino TO",enjoy,1505710444,749,3855,EZ014TY,"Via Giorgio Bidone, 29, 10125 Torino TO",1505707551,,,2017-09-18T06:05:51.000Z,34,,,2017-09-18T06:54:04.000Z,,LineString,7.6553946,45.069393,7.6801014,45.052387,1345,3861,2017-09-18T07:20:28.000Z,1505712028,2707,2,99,141,,8,1,Fiat 500,false,354899
56,Torino,2448,3305,"Lungo Dora Napoli, 32, 10152 Torino TO",enjoy,1505708733,543,3524,EZ247GW,"Lungo Dora Voghera, 82, 10153 Torino TO",1505707551,,,2017-09-18T06:05:51.000Z,56,,,2017-09-18T06:25:33.000Z,,LineString,7.682993,45.08387,7.7175384,45.075214,1819,3893,2017-09-18T06:56:06.000Z,1505710566,2876,2,99,100,141,8,1,Fiat 500,false,346833
40,Torino,895,1233,"Via Sempione, 164-196, 10154 Torino TO",enjoy,1505707768,219,1258,EZ205GW,"Via Sandro Botticelli, 167, 10154 Torino TO",1505707551,,,2017-09-18T06:05:51.000Z,40,,,2017-09-18T06:09:28.000Z,,LineString,7.7012362,45.09568,7.7104826,45.098686,627,1276,2017-09-18T06:23:44.000Z,1505708624,798,2,99,100,141,8,1,Fiat 500,false,399807
