,employee_id,device_id,date,action,duration
617,1047,4,2026-05-30,DELETE,415
618,1104,8,2026-05-26,UPLOAD,257
619,1021,7,2026-05-07,UPLOAD,40
620,1100,18,2026-05-21,DOWNLOAD,92
621,1010,26,2026-05-23,EXPORT,314
622,1084,31,2026-05-14,EXPORT,24
623,1053,8,2026-05-07,UPLOAD,135
624,1127,34,2026-05-26,DOWNLOAD,201
625,1135,16,2026-05-10,DOWNLOAD,391
626,1030,20,2026-05-07,DELETE,428
627,1093,10,2026-05-24,DOWNLOAD,255
628,1055,5,2026-05-15,EXPORT,320
629,1065,11,2026-05-18,LOGIN,458
630,1021,38,2026-05-13,UPLOAD,467
631,1007,39,2026-05-04,DELETE,383
632,1044,22,2026-05-12,DOWNLOAD,202
633,1068,11,2026-05-25,UPLOAD,27
634,1103,18,2026-05-20,UPLOAD,192
635,1143,18,2026-05-18,UPLOAD,290
636,1098,31,2026-05-07,EXPORT,171
637,1002,20,2026-05-22,DELETE,172
638,1101,23,2026-05-04,LOGIN,52
639,1131,40,2026-05-29,DELETE,217
640,1047,10,2026-05-24,DOWNLOAD,305
641,1100,17,2026-05-22,DELETE,41
642,1027,8,2026-05-08,EXPORT,410
643,1132,31,2026-05-20,LOGIN,56
644,1036,40,2026-05-18,DELETE,262
645,1083,26,2026-05-28,DOWNLOAD,18
646,1098,9,2026-05-06,DELETE,22
647,1080,32,2026-05-09,EXPORT,118
648,1051,23,2026-05-12,UPLOAD,182
649,1086,32,2026-05-09,EXPORT,275
650,1002,36,2026-05-15,EXPORT,297
651,1017,5,2026-05-27,EXPORT,390
652,1023,1,2026-05-13,LOGIN,123
653,1046,31,2026-05-25,DELETE,367
654,1140,31,2026-05-30,DOWNLOAD,344
655,1054,9,2026-05-03,UPLOAD,334
656,1013,33,2026-05-03,UPLOAD,73
657,1071,35,2026-05-26,LOGIN,36
658,1015,26,2026-05-19,DOWNLOAD,454
659,1062,2,2026-05-21,UPLOAD,240
660,1070,34,2026-05-21,DOWNLOAD,245
661,1071,17,2026-05-13,DOWNLOAD,317
662,1131,6,2026-05-21,DELETE,250
663,1021,37,2026-05-24,LOGIN,321
664,1054,31,2026-05-26,EXPORT,265
665,1134,28,2026-05-12,EXPORT,345
666,1121,21,2026-05-24,UPLOAD,150
667,1011,11,2026-05-31,UPLOAD,308
668,1125,36,2026-05-30,LOGIN,300
669,1072,39,2026-05-24,DELETE,72
670,1109,27,2026-05-30,UPLOAD,356
671,1027,20,2026-05-25,UPLOAD,488
672,1093,20,2026-05-26,DOWNLOAD,60
673,1033,2,2026-05-06,LOGIN,392
674,1005,37,2026-05-18,EXPORT,149
675,1009,27,2026-05-09,LOGIN,56
676,1141,18,2026-05-22,EXPORT,129
677,1094,13,2026-05-17,DOWNLOAD,451
678,1118,18,2026-05-28,DELETE,430
679,1089,11,2026-05-12,EXPORT,421
680,1134,14,2026-05-21,DOWNLOAD,474
681,1103,4,2026-05-23,DELETE,278
682,1074,39,2026-05-30,DOWNLOAD,415
683,1125,13,2026-05-28,DELETE,132
684,1048,19,2026-05-28,UPLOAD,467
685,1083,39,2026-05-17,DELETE,449
686,1011,25,2026-05-15,EXPORT,29
687,1145,15,2026-05-23,DELETE,65
688,1130,20,2026-05-27,LOGIN,398
689,1007,17,2026-05-21,DELETE,340
690,1105,1,2026-05-21,DOWNLOAD,392
691,1057,29,2026-05-02,EXPORT,132
692,1031,19,2026-05-28,UPLOAD,163
693,1121,30,2026-05-04,UPLOAD,255
694,1081,25,2026-05-09,DOWNLOAD,292
695,1079,28,2026-05-12,UPLOAD,156
696,1135,37,2026-05-02,EXPORT,319
697,1094,11,2026-05-25,DOWNLOAD,406
698,1142,16,2026-05-24,EXPORT,484
699,1095,18,2026-05-31,UPLOAD,377
700,1009,9,2026-05-29,UPLOAD,96
701,1009,28,2026-05-04,LOGIN,207
702,1113,27,2026-05-12,DOWNLOAD,204
703,1122,38,2026-05-02,DELETE,197
704,1130,23,2026-05-06,DOWNLOAD,378
705,1108,22,2026-05-31,EXPORT,390
706,1086,4,2026-05-07,UPLOAD,409
707,1016,32,2026-05-31,LOGIN,128
708,1002,24,2026-05-18,DOWNLOAD,120
709,1126,38,2026-05-24,EXPORT,471
710,1118,28,2026-05-25,LOGIN,174
711,1128,6,2026-05-05,LOGIN,482
712,1043,33,2026-05-22,LOGIN,131
713,1063,31,2026-05-22,UPLOAD,364
714,1125,10,2026-05-10,EXPORT,413
715,1145,12,2026-05-18,LOGIN,57
716,1019,7,2026-05-29,UPLOAD,397
717,1133,24,2026-05-11,UPLOAD,174
718,1023,28,2026-05-17,UPLOAD,248
719,1108,11,2026-05-30,DOWNLOAD,288
720,1019,32,2026-05-11,UPLOAD,425
721,1128,20,2026-05-05,EXPORT,65
722,1129,28,2026-05-06,DELETE,63
723,1043,1,2026-05-14,DOWNLOAD,420
724,1025,27,2026-05-16,LOGIN,429
725,1006,16,2026-05-28,UPLOAD,79
726,1081,36,2026-05-14,DOWNLOAD,374
727,1076,6,2026-05-01,DOWNLOAD,217
728,1025,10,2026-05-24,EXPORT,130
729,1119,39,2026-05-05,LOGIN,156
730,1122,19,2026-05-05,DELETE,69
731,1103,10,2026-05-08,DELETE,212
732,1059,26,2026-05-14,DOWNLOAD,120
733,1119,34,2026-05-08,DOWNLOAD,92
734,1055,1,2026-05-09,LOGIN,14
735,1075,10,2026-05-27,DOWNLOAD,484
736,1131,33,2026-05-20,UPLOAD,352
737,1148,26,2026-05-03,DELETE,54
738,1087,34,2026-05-10,UPLOAD,101
739,1124,37,2026-05-16,EXPORT,256
740,1077,13,2026-05-11,DOWNLOAD,67
741,1093,38,2026-05-02,LOGIN,490
742,1079,30,2026-05-01,EXPORT,90
743,1008,24,2026-05-30,EXPORT,197
744,1098,34,2026-05-10,LOGIN,359
745,1117,37,2026-05-21,EXPORT,62
746,1055,19,2026-05-06,UPLOAD,497
747,1037,2,2026-05-08,EXPORT,208
748,1090,30,2026-05-30,LOGIN,306
749,1014,22,2026-05-31,DELETE,349
750,1089,32,2026-05-06,DOWNLOAD,288
751,1067,33,2026-05-31,LOGIN,124
752,1133,40,2026-05-02,UPLOAD,469
753,1079,15,2026-05-08,UPLOAD,212
754,1122,6,2026-05-21,DELETE,228
755,1018,36,2026-05-29,UPLOAD,319
756,1011,16,2026-05-03,LOGIN,497
757,1074,21,2026-05-30,UPLOAD,264
758,1132,34,2026-05-22,DELETE,115
759,1126,40,2026-05-12,DELETE,128
760,1148,38,2026-05-06,EXPORT,173
761,1133,35,2026-05-19,EXPORT,117
762,1110,33,2026-05-07,UPLOAD,64
763,1141,8,2026-05-23,UPLOAD,322
764,1073,12,2026-05-23,UPLOAD,15
765,1003,39,2026-05-24,UPLOAD,24
766,1002,18,2026-05-27,EXPORT,222
767,1140,40,2026-05-23,LOGIN,139
768,1088,21,2026-05-13,LOGIN,355
769,1056,27,2026-05-04,LOGIN,66
770,1058,12,2026-05-21,EXPORT,395
771,1143,6,2026-05-14,LOGIN,123
772,1151,31,2026-05-04,LOGIN,324
773,1113,34,2026-05-18,EXPORT,190
774,1071,7,2026-05-07,DOWNLOAD,136
775,1102,31,2026-05-13,UPLOAD,204
776,1045,4,2026-05-03,UPLOAD,247
777,1144,17,2026-05-29,DOWNLOAD,146
778,1123,29,2026-05-17,DELETE,253
779,1017,3,2026-05-01,LOGIN,346
780,1030,24,2026-05-25,DOWNLOAD,155
781,1037,3,2026-05-11,LOGIN,349
782,1018,39,2026-05-19,DOWNLOAD,296
783,1011,27,2026-05-07,UPLOAD,94
784,1060,1,2026-05-25,LOGIN,284
785,1080,15,2026-05-14,EXPORT,86
786,1038,14,2026-05-07,UPLOAD,25
787,1137,4,2026-05-27,UPLOAD,67
788,1046,4,2026-05-24,UPLOAD,307
789,1042,25,2026-05-22,LOGIN,329
790,1023,11,2026-05-11,DELETE,275
791,1106,33,2026-05-19,DOWNLOAD,419
792,1034,11,2026-05-16,DOWNLOAD,222
793,1150,12,2026-05-17,EXPORT,264
794,1055,15,2026-05-26,DELETE,387
795,1015,26,2026-05-14,UPLOAD,136
796,1079,24,2026-05-24,DOWNLOAD,176
797,1011,26,2026-05-22,LOGIN,118
798,1058,27,2026-05-15,UPLOAD,449
799,1042,36,2026-05-18,UPLOAD,195
800,1081,27,2026-05-12,DELETE,87
801,1089,38,2026-05-13,DELETE,158
802,1135,2,2026-05-26,DOWNLOAD,438
803,1117,23,2026-05-24,DOWNLOAD,421
804,1052,9,2026-05-04,UPLOAD,392
805,1013,8,2026-05-10,EXPORT,189
806,1032,40,2026-05-09,UPLOAD,243
807,1039,1,2026-05-31,LOGIN,322
808,1078,21,2026-05-12,EXPORT,106
809,1063,26,2026-05-25,DOWNLOAD,348
810,1020,15,2026-05-25,EXPORT,483
811,1016,25,2026-05-04,EXPORT,166
812,1105,39,2026-05-06,DOWNLOAD,130
813,1147,16,2026-05-14,LOGIN,294
814,1101,35,2026-05-04,LOGIN,134
815,1074,23,2026-05-26,DELETE,303
816,1072,12,2026-05-10,DELETE,332
817,1078,19,2026-05-05,LOGIN,437
818,1106,34,2026-05-07,LOGIN,25
819,1049,8,2026-05-07,DELETE,144
820,1101,23,2026-05-10,DELETE,40
821,1120,11,2026-05-22,LOGIN,383
822,1133,34,2026-05-28,DOWNLOAD,261
823,1105,5,2026-05-26,LOGIN,430
824,1043,37,2026-05-20,DOWNLOAD,363
825,1047,25,2026-05-31,DOWNLOAD,148
826,1145,24,2026-05-13,DOWNLOAD,53
827,1019,24,2026-05-28,DELETE,10
828,1117,34,2026-05-29,UPLOAD,128
829,1056,18,2026-05-15,LOGIN,229
830,1142,12,2026-05-21,EXPORT,495
831,1092,39,2026-05-31,EXPORT,273
832,1132,15,2026-05-05,LOGIN,177
833,1131,12,2026-05-25,DOWNLOAD,13
834,1079,29,2026-05-30,DELETE,231
835,1150,29,2026-05-31,DELETE,160
836,1112,20,2026-05-16,DOWNLOAD,196
837,1050,15,2026-05-27,LOGIN,422
838,1010,3,2026-05-06,EXPORT,164
839,1098,16,2026-05-04,DELETE,123
840,1016,19,2026-05-06,DOWNLOAD,453
841,1037,7,2026-05-23,DELETE,363
842,1100,36,2026-05-23,DOWNLOAD,93
843,1022,22,2026-05-26,DELETE,184
844,1122,15,2026-05-16,EXPORT,334
845,1032,9,2026-05-19,DELETE,454
846,1081,17,2026-05-06,LOGIN,136
847,1073,33,2026-05-11,UPLOAD,29
848,1033,2,2026-05-14,DOWNLOAD,84
849,1120,7,2026-05-23,UPLOAD,67
850,1097,31,2026-05-15,EXPORT,300
851,1130,14,2026-05-01,EXPORT,112
852,1014,37,2026-05-04,UPLOAD,329
853,1101,4,2026-05-07,EXPORT,188
854,1061,10,2026-05-28,EXPORT,155
855,1065,22,2026-05-10,DOWNLOAD,88
856,1086,24,2026-05-01,DOWNLOAD,391
857,1030,18,2026-05-14,DOWNLOAD,388
858,1027,11,2026-05-24,LOGIN,325
859,1064,1,2026-05-06,LOGIN,498
860,1033,32,2026-05-14,LOGIN,386
861,1053,16,2026-05-22,LOGIN,311
862,1080,14,2026-05-19,UPLOAD,252
863,1138,33,2026-05-06,DOWNLOAD,285
864,1130,7,2026-05-20,EXPORT,212
865,1094,19,2026-05-25,DELETE,301
866,1110,25,2026-05-29,LOGIN,9
867,1043,5,2026-05-20,EXPORT,232
868,1147,10,2026-05-06,DOWNLOAD,196
869,1115,4,2026-05-11,UPLOAD,138
870,1099,24,2026-05-29,EXPORT,80
871,1011,6,2026-05-31,DELETE,306
872,1052,12,2026-05-29,EXPORT,411
873,1126,20,2026-05-30,DOWNLOAD,114
874,1122,26,2026-05-29,EXPORT,170
875,1032,12,2026-05-22,UPLOAD,393
876,1080,33,2026-05-11,DOWNLOAD,65
877,1029,12,2026-05-17,LOGIN,134
878,1036,38,2026-05-20,DOWNLOAD,7
879,1088,4,2026-05-09,EXPORT,493
880,1112,17,2026-05-14,DELETE,139
881,1052,10,2026-05-27,DOWNLOAD,350
882,1053,19,2026-05-26,DOWNLOAD,464
883,1068,33,2026-05-06,DOWNLOAD,438
884,1133,37,2026-05-28,DOWNLOAD,448
885,1083,28,2026-05-04,EXPORT,497
886,1115,2,2026-05-07,LOGIN,453
887,1124,38,2026-05-30,DELETE,197
888,1126,38,2026-05-10,DOWNLOAD,357
889,1112,21,2026-05-07,DELETE,66
890,1151,23,2026-05-05,EXPORT,314
891,1099,33,2026-05-04,LOGIN,249
892,1002,26,2026-05-15,DOWNLOAD,491
893,1138,30,2026-05-04,LOGIN,57
894,1059,4,2026-05-15,DOWNLOAD,13
895,1006,6,2026-05-07,DOWNLOAD,133
896,1104,34,2026-05-06,UPLOAD,403
897,1083,20,2026-05-04,DELETE,349
898,1048,37,2026-05-19,LOGIN,112
899,1120,15,2026-05-02,DELETE,296
900,1088,40,2026-05-15,DELETE,398
901,1128,23,2026-05-20,DELETE,379
902,1073,9,2026-05-23,LOGIN,54
903,1032,34,2026-05-30,DOWNLOAD,419
904,1104,34,2026-05-02,DOWNLOAD,216
905,1005,27,2026-05-13,DOWNLOAD,73
906,1085,16,2026-05-28,DOWNLOAD,480
907,1017,4,2026-05-25,DOWNLOAD,102
908,1024,28,2026-05-14,DOWNLOAD,107
909,1128,17,2026-05-09,EXPORT,362
910,1091,12,2026-05-16,EXPORT,20
911,1112,5,2026-05-22,DOWNLOAD,83
912,1082,35,2026-05-09,LOGIN,237
913,1086,38,2026-05-17,DELETE,235
914,1006,39,2026-05-22,DELETE,302
915,1028,36,2026-05-03,LOGIN,414
916,1106,30,2026-05-22,EXPORT,162
917,1148,14,2026-05-05,DELETE,262
918,1121,14,2026-05-12,EXPORT,455
919,1147,2,2026-05-05,UPLOAD,215
920,1008,28,2026-05-14,DELETE,188
921,1018,21,2026-05-17,UPLOAD,412
922,1037,15,2026-05-30,UPLOAD,199
923,1038,23,2026-05-05,UPLOAD,44
924,1002,10,2026-05-13,UPLOAD,195
925,1143,26,2026-05-27,DOWNLOAD,457
926,1059,35,2026-05-22,DOWNLOAD,319
927,1075,34,2026-05-15,LOGIN,484
928,1133,2,2026-05-31,DELETE,65
929,1106,31,2026-05-17,LOGIN,184
930,1148,5,2026-05-10,UPLOAD,483
931,1082,19,2026-05-16,LOGIN,336
932,1140,30,2026-05-29,DOWNLOAD,239
933,1113,17,2026-05-30,EXPORT,40
934,1081,29,2026-05-23,EXPORT,232
935,1068,12,2026-05-29,EXPORT,35
936,1019,8,2026-05-16,EXPORT,229
937,1087,15,2026-05-17,EXPORT,127
938,1027,34,2026-05-07,DELETE,267
939,1116,28,2026-05-11,UPLOAD,127
940,1116,21,2026-05-14,DOWNLOAD,222
941,1045,17,2026-05-12,EXPORT,350
942,1078,18,2026-05-09,DELETE,280
943,1068,24,2026-05-07,DOWNLOAD,102
944,1087,24,2026-05-14,EXPORT,421
945,1036,12,2026-05-16,UPLOAD,471
946,1133,1,2026-05-28,LOGIN,405
947,1027,36,2026-05-10,UPLOAD,495
948,1027,32,2026-05-31,UPLOAD,489
949,1095,5,2026-05-28,EXPORT,10
950,1076,26,2026-05-05,LOGIN,127
951,1134,3,2026-05-19,LOGIN,90
952,1076,33,2026-05-07,DOWNLOAD,234
953,1128,39,2026-05-22,DELETE,85
954,1142,20,2026-05-24,DOWNLOAD,408
955,1022,12,2026-05-30,EXPORT,366
956,1075,38,2026-05-08,LOGIN,430
957,1104,20,2026-05-10,UPLOAD,195
958,1052,17,2026-05-27,UPLOAD,259
959,1103,8,2026-05-22,DELETE,45
960,1102,13,2026-05-23,EXPORT,222
961,1121,9,2026-05-03,EXPORT,352
962,1077,19,2026-05-14,DOWNLOAD,118
963,1006,26,2026-05-20,LOGIN,369
964,1148,5,2026-05-23,LOGIN,204
965,1054,25,2026-05-22,DELETE,495
966,1002,5,2026-05-03,UPLOAD,139
967,1072,23,2026-05-15,DOWNLOAD,203
968,1091,35,2026-05-10,DELETE,161
969,1128,32,2026-05-07,LOGIN,327
970,1132,6,2026-05-19,DOWNLOAD,404
971,1088,14,2026-05-10,EXPORT,337
972,1096,29,2026-05-29,UPLOAD,310
973,1147,37,2026-05-14,LOGIN,342
974,1042,22,2026-05-08,LOGIN,48
975,1099,20,2026-05-29,DELETE,209
976,1051,8,2026-05-23,UPLOAD,291
977,1003,27,2026-05-20,LOGIN,327
978,1037,7,2026-05-01,LOGIN,226
979,1022,34,2026-05-06,LOGIN,263
980,1103,28,2026-05-15,DELETE,94
981,1098,31,2026-05-05,LOGIN,454
982,1087,21,2026-05-14,DELETE,107
983,1062,10,2026-05-09,EXPORT,486
984,1035,36,2026-05-26,EXPORT,362
985,1029,13,2026-05-31,EXPORT,209
986,1066,26,2026-05-06,EXPORT,335
987,1125,34,2026-05-01,DOWNLOAD,361
988,1050,19,2026-05-19,DOWNLOAD,267
989,1014,6,2026-05-15,EXPORT,495
990,1048,15,2026-05-02,EXPORT,31
991,1044,18,2026-05-19,UPLOAD,11
992,1072,20,2026-05-17,LOGIN,268
993,1129,1,2026-05-11,UPLOAD,360
994,1003,22,2026-05-18,UPLOAD,46
995,1118,36,2026-05-24,UPLOAD,225
996,1098,18,2026-05-14,UPLOAD,345
997,1048,10,2026-05-19,UPLOAD,158
998,1126,20,2026-05-09,UPLOAD,65
999,1009,40,2026-05-11,EXPORT,280
1000,1046,6,2026-05-11,UPLOAD,225
1001,1058,37,2026-05-04,DOWNLOAD,83
1002,1015,22,2026-05-18,LOGIN,91
1003,1119,4,2026-05-12,DOWNLOAD,83
1004,1144,4,2026-05-23,DELETE,55
1005,1115,19,2026-05-09,DOWNLOAD,334
1006,1046,29,2026-05-05,DELETE,390
1007,1071,28,2026-05-01,EXPORT,244
1008,1035,13,2026-05-25,DELETE,376
1009,1066,39,2026-05-09,UPLOAD,132
1010,1057,28,2026-05-07,UPLOAD,290
1011,1112,30,2026-05-01,UPLOAD,233
1012,1034,22,2026-05-20,DELETE,351
1013,1031,23,2026-05-17,DELETE,405
1014,1012,18,2026-05-03,DELETE,199
1015,1065,17,2026-05-23,LOGIN,460
1016,1129,31,2026-05-01,LOGIN,431
1017,1079,28,2026-05-24,LOGIN,105
1018,1014,8,2026-05-13,UPLOAD,309
1019,1138,32,2026-05-26,EXPORT,8
1020,1067,6,2026-05-20,DOWNLOAD,476
1021,1084,8,2026-05-20,LOGIN,289
1022,1128,22,2026-05-28,DOWNLOAD,204
1023,1050,40,2026-05-12,LOGIN,166
1024,1119,31,2026-05-17,DELETE,244
1025,1128,6,2026-05-21,DELETE,397
1026,1100,4,2026-05-08,UPLOAD,190
1027,1091,7,2026-05-24,UPLOAD,85
1028,1116,34,2026-05-30,DOWNLOAD,78
1029,1011,27,2026-05-23,UPLOAD,412
1030,1131,2,2026-05-23,EXPORT,188
1031,1010,14,2026-05-24,EXPORT,241
1032,1051,29,2026-05-24,EXPORT,218
1033,1032,39,2026-05-15,UPLOAD,85
1034,1072,22,2026-05-17,LOGIN,227
1035,1047,5,2026-05-02,DOWNLOAD,368
1036,1013,18,2026-05-10,DOWNLOAD,193
1037,1122,16,2026-05-24,DOWNLOAD,205
1038,1067,6,2026-05-01,LOGIN,467
1039,1053,1,2026-05-25,UPLOAD,195
1040,1053,12,2026-05-25,LOGIN,174
1041,1143,24,2026-05-13,DELETE,375
1042,1121,11,2026-05-12,LOGIN,226
1043,1042,34,2026-05-15,UPLOAD,21
1044,1029,29,2026-05-10,LOGIN,203
1045,1047,32,2026-05-02,UPLOAD,242
1046,1030,21,2026-05-28,LOGIN,241
1047,1123,40,2026-05-22,LOGIN,350
1048,1014,33,2026-05-31,DOWNLOAD,249
1049,1079,33,2026-05-15,DOWNLOAD,454
1050,1111,28,2026-05-20,DOWNLOAD,308
1051,1059,36,2026-05-10,UPLOAD,225
1052,1110,1,2026-05-23,EXPORT,117
1053,1106,12,2026-05-31,EXPORT,458
1054,1064,33,2026-05-02,EXPORT,421
1055,1044,5,2026-05-13,EXPORT,298
1056,1014,2,2026-05-10,UPLOAD,261
1057,1091,36,2026-05-17,DOWNLOAD,59
1058,1044,24,2026-05-16,DOWNLOAD,443
1059,1061,21,2026-05-15,DOWNLOAD,142
1060,1002,30,2026-05-25,UPLOAD,376
1061,1079,15,2026-05-12,LOGIN,315
1062,1074,9,2026-05-28,DELETE,99
1063,1009,32,2026-05-09,UPLOAD,129
1064,1133,8,2026-05-12,LOGIN,28
1065,1068,23,2026-05-25,DOWNLOAD,460
1066,1062,27,2026-05-21,DOWNLOAD,288
1067,1135,8,2026-05-12,EXPORT,96
1068,1107,29,2026-05-19,EXPORT,368
1069,1074,11,2026-05-22,LOGIN,55
1070,1101,21,2026-05-26,DELETE,386
1071,1026,39,2026-05-17,LOGIN,434
1072,1043,30,2026-05-16,LOGIN,204
1073,1109,33,2026-05-30,DELETE,161
1074,1062,3,2026-05-10,LOGIN,151
1075,1023,13,2026-05-24,LOGIN,97
1076,1064,36,2026-05-10,UPLOAD,383
1077,1072,23,2026-05-20,DELETE,211
1078,1144,26,2026-05-02,DOWNLOAD,483
1079,1120,10,2026-05-27,EXPORT,9
1080,1009,38,2026-05-20,DOWNLOAD,437
1081,1004,36,2026-05-30,DOWNLOAD,96
1082,1039,23,2026-05-01,EXPORT,315
1083,1044,8,2026-05-16,EXPORT,50
1084,1041,14,2026-05-10,LOGIN,147
1085,1013,24,2026-05-15,DELETE,254
1086,1076,18,2026-05-26,EXPORT,460
1087,1140,40,2026-05-29,DELETE,488
1088,1024,37,2026-05-24,LOGIN,228
1089,1048,25,2026-05-15,DOWNLOAD,171
1090,1099,20,2026-05-06,EXPORT,491
1091,1032,25,2026-05-17,EXPORT,410
1092,1021,17,2026-05-13,LOGIN,322
1093,1064,4,2026-05-01,DELETE,201
1094,1144,21,2026-05-18,DELETE,334
1095,1090,20,2026-05-23,UPLOAD,163
1096,1038,17,2026-05-02,DOWNLOAD,425
1097,1003,35,2026-05-03,UPLOAD,155
1098,1100,23,2026-05-28,DELETE,228
1099,1002,21,2026-05-11,UPLOAD,220
1100,1003,21,2026-05-25,DELETE,392
1101,1104,24,2026-05-01,EXPORT,303
1102,1106,37,2026-05-25,LOGIN,42
1103,1111,18,2026-05-06,UPLOAD,147
1104,1090,19,2026-05-16,EXPORT,15
1105,1027,5,2026-05-15,EXPORT,285
1106,1038,27,2026-05-09,LOGIN,414
1107,1008,6,2026-05-12,LOGIN,43
1108,1023,14,2026-05-10,EXPORT,60
1109,1134,3,2026-05-27,EXPORT,439
1110,1059,1,2026-05-24,UPLOAD,361
1111,1058,31,2026-05-07,UPLOAD,360
1112,1144,10,2026-05-10,DOWNLOAD,421
1113,1026,31,2026-05-07,DOWNLOAD,116
1114,1079,17,2026-05-06,EXPORT,368
1115,1096,39,2026-05-13,DOWNLOAD,152
1116,1147,40,2026-05-11,EXPORT,312
1117,1117,16,2026-05-30,LOGIN,38
1118,1099,27,2026-05-24,LOGIN,305
1119,1052,16,2026-05-25,UPLOAD,336
1120,1077,4,2026-05-08,DELETE,104
1121,1047,27,2026-05-25,EXPORT,264
1122,1014,9,2026-05-05,UPLOAD,273
1123,1047,25,2026-05-03,DOWNLOAD,63
1124,1094,24,2026-05-04,EXPORT,327
1125,1106,28,2026-05-04,UPLOAD,441
1126,1141,18,2026-05-25,DOWNLOAD,405
1127,1139,26,2026-05-09,EXPORT,459
1128,1002,10,2026-05-01,UPLOAD,382
1129,1115,34,2026-05-30,DELETE,49
1130,1024,38,2026-05-15,UPLOAD,307
1131,1082,11,2026-05-13,EXPORT,210
1132,1023,14,2026-05-31,DOWNLOAD,356
1133,1117,38,2026-05-05,EXPORT,116
1134,1070,1,2026-05-18,EXPORT,245
1135,1110,17,2026-05-05,UPLOAD,414
1136,1075,17,2026-05-11,EXPORT,419
1137,1135,10,2026-05-21,LOGIN,372
1138,1122,30,2026-05-03,DELETE,128
1139,1138,33,2026-05-04,DOWNLOAD,163
1140,1085,2,2026-05-07,DELETE,468
1141,1119,20,2026-05-26,UPLOAD,320
1142,1025,32,2026-05-29,UPLOAD,5
1143,1113,3,2026-05-04,LOGIN,178
1144,1024,36,2026-05-03,UPLOAD,294
1145,1012,5,2026-05-10,UPLOAD,222
1146,1131,20,2026-05-20,UPLOAD,186
1147,1134,3,2026-05-11,DELETE,191
1148,1059,3,2026-05-18,LOGIN,98
1149,1083,36,2026-05-01,EXPORT,45
1150,1072,6,2026-05-21,DOWNLOAD,55
1151,1036,39,2026-05-09,LOGIN,9
1152,1061,36,2026-05-25,DELETE,348
1153,1100,24,2026-05-17,EXPORT,398
1154,1133,38,2026-05-12,EXPORT,170
1155,1142,37,2026-05-01,DOWNLOAD,423
1156,1065,8,2026-05-24,EXPORT,198
1157,1012,38,2026-05-23,LOGIN,481
1158,1130,16,2026-05-07,EXPORT,151
1159,1014,1,2026-05-14,DELETE,170
1160,1067,14,2026-05-09,EXPORT,441
1161,1115,10,2026-05-12,DELETE,380
1162,1099,10,2026-05-21,EXPORT,238
1163,1067,22,2026-05-08,DOWNLOAD,54
1164,1014,40,2026-05-07,LOGIN,338
1165,1045,31,2026-05-14,DELETE,352
1166,1137,4,2026-05-02,EXPORT,166
1167,1138,23,2026-05-02,UPLOAD,392
1168,1136,12,2026-05-29,UPLOAD,65
1169,1061,8,2026-05-20,LOGIN,371
1170,1033,24,2026-05-17,DELETE,349
1171,1072,1,2026-05-10,DOWNLOAD,251
1172,1127,26,2026-05-21,DOWNLOAD,251
1173,1102,22,2026-05-05,LOGIN,458
1174,1023,25,2026-05-01,DOWNLOAD,224
1175,1059,31,2026-05-05,EXPORT,362
1176,1100,34,2026-05-04,LOGIN,397
1177,1056,37,2026-05-12,DELETE,184
1178,1127,11,2026-05-14,DOWNLOAD,342
1179,1084,4,2026-05-26,EXPORT,419
1180,1058,8,2026-05-11,DOWNLOAD,346
1181,1128,35,2026-05-21,LOGIN,72
1182,1140,25,2026-05-04,LOGIN,165
1183,1134,31,2026-05-25,DOWNLOAD,104
1184,1032,23,2026-05-09,LOGIN,319
1185,1008,40,2026-05-03,UPLOAD,423
1186,1013,38,2026-05-03,LOGIN,273
1187,1063,4,2026-05-03,DELETE,83
1188,1025,36,2026-05-07,DOWNLOAD,193
1189,1061,7,2026-05-01,UPLOAD,101
1190,1088,10,2026-05-13,DOWNLOAD,480
1191,1125,6,2026-05-04,LOGIN,308
1192,1026,31,2026-05-25,UPLOAD,358
1193,1084,4,2026-05-12,DOWNLOAD,170
1194,1022,21,2026-05-08,LOGIN,453
1195,1135,20,2026-05-19,LOGIN,58
1196,1062,17,2026-05-24,DOWNLOAD,163
1197,1122,6,2026-05-06,DOWNLOAD,53
1198,1118,11,2026-05-10,DOWNLOAD,469
1199,1146,18,2026-05-13,UPLOAD,154
1200,1010,9,2026-05-30,UPLOAD,228
1201,1031,12,2026-05-27,DELETE,417
1202,1026,31,2026-05-03,UPLOAD,197
1203,1109,31,2026-05-28,LOGIN,52
1204,1090,34,2026-05-09,UPLOAD,96
1205,1126,16,2026-05-10,DOWNLOAD,109
1206,1025,12,2026-05-13,DOWNLOAD,454
1207,1120,13,2026-05-16,UPLOAD,285
1208,1018,36,2026-05-23,LOGIN,25
1209,1108,13,2026-05-08,DELETE,489
1210,1143,2,2026-05-26,DOWNLOAD,286
1211,1128,15,2026-05-11,EXPORT,364
1212,1008,13,2026-05-02,DELETE,133
1213,1043,34,2026-05-29,EXPORT,420
1214,1024,26,2026-05-19,EXPORT,77
1215,1117,6,2026-05-29,EXPORT,178
1216,1102,21,2026-05-23,DOWNLOAD,245
1217,1065,33,2026-05-02,DOWNLOAD,265
1218,1026,15,2026-05-06,EXPORT,172
1219,1074,35,2026-05-16,EXPORT,149
1220,1066,28,2026-05-16,DELETE,57
1221,1014,6,2026-05-07,DOWNLOAD,225
